#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2013-07-26T09:49:57 [V1.97 (28-Nov-2012)]
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.97 (28-Nov-2012)	
#INFO	-ref=VIZ51f244583b40	
#INFO	-out.max=unlimited	
#INFO	queryParameters=21	
#-oc.form=sexa
#-out.max=unlimited
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:VIII/16&tab:{VIII/16/mrcj2000}&key:source=VIII/16&HTTPPRM:&-out.max=20&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=VIII/16/mrcj2000
#-order=I
#-out=MRC
#-out=RAB1950
#-out=DEB1950
#-out=RA2000
#-out=DE2000
#-out=S408
#-out=e_S408
#-out=n_S408
#-out=Mflag
#-out=Cflag
#

#RESOURCE=yCat_8016
#Name: VIII/16
#Title: Molonglo Reference Catalogue of Radio Sources (Large+ 1991)
#Coosys	B1950:	eq_FK4 B1950
#Table	VIII_16_mrcj2000:
#Name: VIII/16/mrcj2000
#Title: Catalog Data
#Column	_RAJ2000	(A10)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(A9)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	MRC	(a9)	Recommended IAU name of the source based on B1950 equinox.	[ucd=meta.id;meta.main]
#Column	RAB1950	(A10)	Right ascension in B1950 equinox	[ucd=pos.eq.ra;meta.main]
#Column	DEB1950	(A9)	DEC in degrees in B1950 equinox	[ucd=pos.eq.dec;meta.main]
#Column	RA2000	(A10)	Right ascension in J2000 equinox (Converted from B1950 using the STARLINK program COCO)	[ucd=pos.eq.ra]
#Column	DE2000	(A9)	DEC in J2000 equinox	[ucd=pos.eq.dec]
#Column	S408	(F7.2)	Flux density	[ucd=phot.flux.density;em.radio.200-400MHz]
#Column	e_S408	(F5.2)	Standard error	[ucd=stat.error]
#Column	n_S408	(A1)	[*] scattering flag (1)	[ucd=meta.note]
#Column	Mflag	(A3)	[ AECMN] *Morphology flags	[ucd=meta.code]
#Column	Cflag	(A3)	[ CJMPRST] Cross-reference flags.	[ucd=meta.code]
_RAJ2000	_DEJ2000	MRC	RAB1950	DEB1950	RA2000	DE2000	S408	e_S408	n_S408	Mflag	Cflag
00 22 12.7	+11 20 43	0019+110 	00 19 37.7	+11 04 05	00 22 12.7	+11 20 43	   1.64	 0.06	 	   	
00 22 23.4	-07 02 36	0019-073 	00 19 50.4	-07 19 14	00 22 23.4	-07 02 36	   1.83	 0.07	 	   	 P
00 22 22.4	-15 56 37	0019-162 	00 19 50.4	-16 13 15	00 22 22.4	-15 56 37	   0.83	 0.07	 	   	
00 22 25.6	+00 14 46	0019-000 	00 19 51.8	-00 01 52	00 22 25.6	+00 14 46	   2.99	 0.14	 	   	 P
00 22 13.3	-74 27 59	0020-747 	00 20 01.9	-74 44 37	00 22 13.3	-74 27 59	   2.09	 0.07	 	A  	JP
00 22 44.4	+08 08 56	0020+078 	00 20 09.8	+07 52 18	00 22 44.4	+08 08 56	   0.98	 0.05	 	   	
00 22 52.1	-43 52 16	0020-441 	00 20 24.4	-44 08 54	00 22 52.1	-43 52 16	   0.76	 0.06	 	   	 P
00 22 57.5	-46 48 07	0020-470 	00 20 30.5	-47 04 45	00 22 57.5	-46 48 07	   1.18	 0.04	 	   	
00 23 04.0	-41 50 50	0020-421 	00 20 36.0	-42 07 28	00 23 04.1	-41 50 50	   0.81	 0.05	 	   	
00 23 09.4	-25 02 32	0020-253 	00 20 38.6	-25 19 10	00 23 09.4	-25 02 32	   5.36	 0.17	 	A  	 P
00 23 14.9	-27 03 38	0020-273 	00 20 44.4	-27 20 16	00 23 14.9	-27 03 38	   0.86	 0.07	 	   	
00 23 19.3	+04 28 52	0020+042 	00 20 45.1	+04 12 14	00 23 19.4	+04 28 51	   1.86	 0.10	 	   	
00 23 17.3	-14 23 02	0020-146 	00 20 45.2	-14 39 40	00 23 17.3	-14 23 02	   0.85	 0.05	 	   	
00 23 19.1	-07 44 48	0020-080 	00 20 46.2	-08 01 26	00 23 19.1	-07 44 49	   2.60	 0.13	 	   	 P
00 23 18.9	-42 28 58	0020-427 	00 20 51.1	-42 45 36	00 23 19.0	-42 28 58	   0.81	 0.05	 	   	
00 23 34.9	+15 44 45	0020+154 	00 20 59.3	+15 28 08	00 23 34.9	+15 44 45	   1.00	 0.05	*	   	
00 23 36.3	-02 53 00	0021-031 	00 21 02.9	-03 09 38	00 23 36.3	-02 53 01	   0.86	 0.05	 	   	 P
00 23 49.2	+11 36 49	0021+113 	00 21 14.1	+11 20 12	00 23 49.2	+11 36 49	   0.72	 0.04	 	   	
00 23 59.1	-32 57 56	0021-332 	00 21 29.7	-33 14 34	00 23 59.2	-32 57 57	   0.79	 0.06	 	   	
00 23 40.9	-73 55 44	0021-742 	00 21 30.2	-74 12 22	00 23 40.9	-73 55 44	   1.16	 0.06	 	E  	JPM
00 23 55.4	-67 52 29	0021-681 	00 21 38.1	-68 09 07	00 23 55.5	-67 52 30	   2.12	 0.11	 	   	 P
00 24 10.4	-25 55 51	0021-262 	00 21 39.9	-26 12 28	00 24 10.4	-25 55 51	   0.84	 0.04	 	   	
00 24 07.1	-68 20 54	0021-686 	00 21 50.3	-68 37 32	00 24 07.1	-68 20 55	   1.97	 0.10	 	   	 P
00 23 37.9	-82 52 49	0021-831 	00 21 58.3	-83 09 27	00 23 37.9	-82 52 50	   0.84	 0.07	 	   	 P
00 24 30.2	-29 28 46	0022-297 	00 22 00.3	-29 45 23	00 24 30.2	-29 28 46	   7.83	 0.34	 	   	 P
00 24 43.1	-42 02 07	0022-423 	00 22 15.5	-42 18 44	00 24 43.1	-42 02 07	   0.83	 0.07	 	   	 P
00 24 49.0	-20 43 04	0022-209 	00 22 17.8	-20 59 41	00 24 49.0	-20 43 04	   1.19	 0.07	 	   	 P
00 24 50.8	-37 27 54	0022-377 	00 22 22.3	-37 44 31	00 24 50.8	-37 27 54	   0.80	 0.06	 	   	
00 25 15.3	+17 13 33	0022+169 	00 22 39.4	+16 56 56	00 25 15.3	+17 13 33	   0.82	 0.06	 	   	
00 25 05.4	-52 03 41	0022-523 	00 22 40.6	-52 20 18	00 25 05.4	-52 03 41	   1.40	 0.05	 	   	
00 25 15.5	-60 28 30	0022-607 	00 22 54.2	-60 45 07	00 25 15.5	-60 28 30	   3.83	 0.17	 	   	 P
00 25 33.8	-06 42 56	0023-069 	00 23 00.9	-06 59 33	00 25 33.8	-06 42 57	   0.91	 0.05	 	   	
00 25 30.7	-33 03 36	0023-333 	00 23 01.6	-33 20 13	00 25 30.8	-33 03 36	   4.09	 0.18	 	   	 P
00 25 36.0	-25 00 00	0023-252 	00 23 05.6	-25 16 37	00 25 36.0	-25 00 00	   0.72	 0.06	 	   	
00 25 46.6	-12 47 20	0023-130B	00 23 14.5	-13 03 57	00 25 46.6	-12 47 21	   0.94	 0.07	 	M  	
00 25 49.2	-26 02 13	0023-263 	00 23 19.0	-26 18 50	00 25 49.3	-26 02 14	  17.00	 0.51	 	   	 P
00 25 50.7	-58 34 16	0023-588 	00 23 28.7	-58 50 53	00 25 50.7	-58 34 16	   1.24	 0.08	 	M  	JP
00 26 05.4	-20 36 49	0023-208 	00 23 34.4	-20 53 26	00 26 05.4	-20 36 50	   0.86	 0.07	 	   	
00 26 10.3	+13 30 46	0023+132 	00 23 34.8	+13 14 10	00 26 10.3	+13 30 46	   1.06	 0.07	 	   	
00 26 09.5	-12 47 53	0023-130A	00 23 37.4	-13 04 29	00 26 09.5	-12 47 53	   2.26	 0.11	 	M  	 P
00 26 04.8	-47 56 15	0023-482 	00 23 39.1	-48 12 52	00 26 04.8	-47 56 16	   0.81	 0.04	 	   	
00 26 15.7	+11 46 06	0023+114 	00 23 40.4	+11 29 30	00 26 15.7	+11 46 06	   1.08	 0.04	 	E  	
00 25 58.4	-66 21 26	0023-666 	00 23 41.2	-66 38 03	00 25 58.4	-66 21 26	   0.73	 0.06	 	   	
00 26 14.0	-20 04 59	0023-203 	00 23 42.9	-20 21 35	00 26 14.0	-20 04 59	   3.43	 0.16	 	   	 P
00 26 20.7	-01 04 19	0023-013 	00 23 47.1	-01 20 55	00 26 20.7	-01 04 19	   0.86	 0.07	 	   	
00 26 31.9	-08 42 32	0023-089 	00 23 59.3	-08 59 08	00 26 31.9	-08 42 32	   1.25	 0.04	 	   	 P
00 26 32.9	-58 38 27	0024-589 	00 24 11.3	-58 55 03	00 26 32.9	-58 38 27	   0.73	 0.06	 	M  	J
00 26 41.1	-49 18 49	0024-495 	00 24 16.0	-49 35 25	00 26 41.1	-49 18 49	   2.80	 0.09	 	   	 P
00 26 54.6	+10 29 46	0024+102 	00 24 19.5	+10 13 10	00 26 54.6	+10 29 46	   0.72	 0.05	 	   	
00 27 00.0	+13 45 39	0024+134 	00 24 24.4	+13 29 03	00 27 00.0	+13 45 39	   1.31	 0.08	 	   	
00 26 57.8	-13 18 43	0024-135 	00 24 25.8	-13 35 19	00 26 57.8	-13 18 43	   0.80	 0.06	 	   	
00 26 54.8	-36 55 41	0024-372 	00 24 26.7	-37 12 17	00 26 54.8	-36 55 41	   2.42	 0.07	 	   	 P
00 27 12.2	+12 51 58	0024+125 	00 24 36.7	+12 35 22	00 27 12.2	+12 51 58	   1.26	 0.15	 	M  	
00 27 10.8	-12 48 40	0024-130 	00 24 38.8	-13 05 16	00 27 10.8	-12 48 40	   1.03	 0.07	 	   	
00 27 25.4	-03 50 00	0024-041 	00 24 52.2	-04 06 36	00 27 25.4	-03 50 00	   1.10	 0.05	 	   	
00 27 35.2	+12 53 28	0024+126 	00 24 59.7	+12 36 52	00 27 35.2	+12 53 27	   1.56	 0.20	 	M  	
00 27 27.4	-39 15 24	0024-395 	00 24 59.9	-39 32 00	00 27 27.4	-39 15 24	   0.91	 0.05	 	   	
00 27 29.9	-27 31 15	0025-277 	00 25 00.1	-27 47 51	00 27 29.9	-27 31 15	   1.29	 0.08	 	   	 P
00 27 51.1	+03 22 27	0025+030 	00 25 16.9	+03 05 51	00 27 51.1	+03 22 26	   0.75	 0.06	 	   	
00 27 44.2	-54 10 20	0025-544 	00 25 21.2	-54 26 56	00 27 44.2	-54 10 20	   0.81	 0.06	 	   	 P
00 27 52.7	-20 07 43	0025-204 	00 25 21.8	-20 24 19	00 27 52.7	-20 07 44	   1.03	 0.07	 	   	 P
00 27 59.0	-08 55 10	0025-091 	00 25 26.5	-09 11 46	00 27 59.0	-08 55 11	   0.92	 0.03	 	   	
00 28 12.4	-05 57 33	0025-062 	00 25 39.5	-06 14 08	00 28 12.4	-05 57 33	   0.80	 0.06	 	   	
00 28 22.6	-17 06 49	0025-173 	00 25 51.3	-17 23 24	00 28 22.6	-17 06 49	   0.86	 0.05	 	   	
00 28 28.3	-00 26 20	0025-007 	00 25 54.6	-00 42 55	00 28 28.3	-00 26 20	   2.52	 0.12	 	E  	 P
00 28 33.3	+00 55 07	0025+006 	00 25 59.4	+00 38 32	00 28 33.3	+00 55 07	   0.85	 0.07	 	   	 P
00 28 29.3	-29 34 44	0026-298 	00 26 00.1	-29 51 19	00 28 29.3	-29 34 44	   0.85	 0.07	 	   	 P
00 28 49.1	+14 58 45	0026+147 	00 26 13.2	+14 42 10	00 28 49.1	+14 58 45	   0.97	 0.07	 	   	
00 28 50.6	+13 13 57	0026+129 	00 26 15.0	+12 57 22	00 28 50.6	+13 13 57	   0.97	 0.12	 	   	
00 28 41.6	-46 06 04	0026-463 	00 26 16.2	-46 22 39	00 28 41.6	-46 06 04	   1.20	 0.04	 	   	 P
00 28 51.4	-41 57 36	0026-422 	00 26 24.9	-42 14 11	00 28 51.4	-41 57 36	   1.57	 0.06	 	   	 P
00 28 53.3	-55 23 32	0026-556 	00 26 31.3	-55 40 07	00 28 53.3	-55 23 32	   1.91	 0.08	 	   	
00 29 08.9	+11 36 28	0026+113 	00 26 33.5	+11 19 53	00 29 08.9	+11 36 28	   2.13	 0.06	 	   	
00 29 22.7	-11 11 59	0026-114 	00 26 50.6	-11 28 34	00 29 22.7	-11 11 59	   2.24	 0.07	 	   	 P
00 29 45.5	-17 40 46	0027-179 	00 27 14.4	-17 57 21	00 29 45.5	-17 40 47	   1.36	 0.08	 	   	
00 29 26.9	-69 34 44	0027-698 	00 27 15.4	-69 51 19	00 29 26.9	-69 34 44	   0.95	 0.07	 	   	 P
00 29 48.2	-52 27 21	0027-527 	00 27 25.3	-52 43 56	00 29 48.2	-52 27 21	   0.83	 0.07	 	   	
00 29 58.4	-11 43 48	0027-120 	00 27 26.4	-12 00 23	00 29 58.4	-11 43 49	   2.43	 0.12	 	E  	 P
00 30 23.2	+11 21 11	0027+110 	00 27 47.8	+11 04 37	00 30 23.2	+11 21 11	   0.88	 0.04	 	   	
00 30 29.6	+10 58 32	0027+106 	00 27 54.2	+10 41 58	00 30 29.6	+10 58 32	   0.84	 0.05	 	   	
00 30 40.9	+05 47 35	0028+055 	00 28 06.3	+05 31 01	00 30 40.9	+05 47 35	   1.69	 0.09	 	   	
00 30 33.6	-54 37 44	0028-549 	00 28 11.9	-54 54 18	00 30 33.6	-54 37 44	   2.27	 0.08	 	   	 P
00 30 39.2	-50 18 41	0028-505 	00 28 15.8	-50 35 15	00 30 39.2	-50 18 41	   2.16	 0.06	 	E  	JP
00 30 58.0	+01 15 48	0028+009 	00 28 24.1	+00 59 14	00 30 58.0	+01 15 48	   0.85	 0.07	 	   	
00 31 03.2	-09 12 00	0028-094 	00 28 30.9	-09 28 34	00 31 03.2	-09 12 00	   0.97	 0.04	 	   	 P
00 31 02.6	-22 07 09	0028-223 	00 28 32.4	-22 23 43	00 31 02.6	-22 07 09	   1.18	 0.07	 	   	 P
00 31 03.5	-35 47 12	0028-360 	00 28 36.0	-36 03 46	00 31 03.5	-35 47 12	   0.99	 0.04	 	   	 P
00 31 28.7	+16 32 32	0028+162 	00 28 52.4	+16 15 58	00 31 28.8	+16 32 31	   0.88	 0.07	 	   	
00 31 32.8	-01 01 00	0028-012 	00 28 59.2	-01 17 34	00 31 32.8	-01 01 01	   2.55	 0.12	 	   	 P
00 31 30.7	-32 59 50	0029-332 	00 29 02.7	-33 16 24	00 31 30.7	-32 59 50	   1.53	 0.09	 	   	 P
00 31 45.5	-26 25 39	0029-267 	00 29 16.2	-26 42 13	00 31 45.5	-26 25 40	   0.81	 0.03	 	   	
00 31 50.4	-26 52 28	0029-271 	00 29 21.2	-27 09 02	00 31 50.4	-26 52 29	   1.21	 0.05	 	   	
00 31 53.0	-31 14 40	0029-315 	00 29 24.7	-31 31 14	00 31 53.0	-31 14 41	   1.04	 0.05	 	   	
00 32 01.3	-08 51 35	0029-091 	00 29 29.0	-09 08 08	00 32 01.4	-08 51 35	   1.56	 0.04	 	   	 P
00 32 05.7	+03 11 03	0029+029 	00 29 31.5	+02 54 30	00 32 05.7	+03 11 03	   0.81	 0.09	 	   	
00 32 03.6	-22 58 00	0029-232 	00 29 33.7	-23 14 33	00 32 03.7	-22 58 00	   1.09	 0.07	 	   	
00 32 07.8	+01 37 00	0029+013 	00 29 33.8	+01 20 27	00 32 07.8	+01 37 00	   1.88	 0.10	 	   	 P
00 32 09.4	-38 27 38	0029-387 	00 29 42.8	-38 44 11	00 32 09.4	-38 27 38	   0.73	 0.06	 	   	 P
00 32 17.5	-03 49 03	0029-040 	00 29 44.4	-04 05 36	00 32 17.5	-03 49 03	   1.93	 0.07	 	   	 P
00 32 21.6	-24 05 11	0029-243 	00 29 51.9	-24 21 44	00 32 21.6	-24 05 11	   1.96	 0.13	 	   	 P
00 32 26.5	-54 55 01	0030-551 	00 30 05.7	-55 11 34	00 32 26.5	-54 55 01	   1.62	 0.08	 	   	 P
00 32 47.8	-00 19 33	0030-006 	00 30 14.1	-00 36 06	00 32 47.8	-00 19 33	   0.82	 0.06	 	M  	
00 32 45.2	-21 44 15	0030-220 	00 30 15.1	-22 00 48	00 32 45.2	-21 44 15	   1.01	 0.07	 	   	
00 32 46.2	-29 31 08	0030-297 	00 30 17.7	-29 47 41	00 32 46.3	-29 31 08	   1.63	 0.09	 	   	 P
00 32 53.2	+06 19 17	0030+060 	00 30 18.4	+06 02 44	00 32 53.2	+06 19 17	   1.40	 0.15	 	   	
00 32 53.9	+08 35 23	0030+083 	00 30 18.8	+08 18 50	00 32 53.9	+08 35 23	   0.85	 0.07	 	   	
00 32 51.9	-10 18 02	0030-105 	00 30 19.8	-10 34 35	00 32 51.9	-10 18 02	   0.79	 0.06	 	   	
00 32 59.3	-00 13 10	0030-004 	00 30 25.6	-00 29 43	00 32 59.3	-00 13 10	   0.74	 0.06	 	M  	
00 32 56.9	-37 19 55	0030-376 	00 30 30.2	-37 36 28	00 32 56.9	-37 19 55	   1.26	 0.04	 	   	
00 33 10.5	+04 30 46	0030+042 	00 30 36.0	+04 14 13	00 33 10.5	+04 30 45	   0.95	 0.07	 	   	
00 33 15.0	+06 28 24	0030+061 	00 30 40.2	+06 11 51	00 33 15.0	+06 28 23	   3.09	 0.14	 	   	 P
00 33 13.6	-18 26 08	0030-187 	00 30 43.0	-18 42 41	00 33 13.6	-18 26 09	   0.97	 0.04	 	   	
00 33 03.2	-59 44 45	0030-600 	00 30 45.4	-60 01 18	00 33 03.2	-59 44 45	   0.99	 0.07	 	   	
00 33 15.5	-48 19 13	0030-485 	00 30 52.3	-48 35 46	00 33 15.6	-48 19 13	   1.12	 0.03	 	E  	JP
00 33 23.6	-21 41 55	0030-219 	00 30 53.6	-21 58 28	00 33 23.6	-21 41 56	   1.08	 0.07	 	   	
00 33 32.6	-11 32 21	0031-118 	00 31 00.8	-11 48 53	00 33 32.6	-11 32 21	   0.80	 0.06	 	   	
00 33 32.3	-16 50 10	0031-171 	00 31 01.4	-17 06 42	00 33 32.3	-16 50 10	   0.90	 0.05	 	   	
00 33 39.5	+02 43 15	0031+024 	00 31 05.3	+02 26 43	00 33 39.5	+02 43 15	   1.38	 0.08	 	   	 P
00 33 33.7	-60 32 16	0031-608 	00 31 16.7	-60 48 49	00 33 33.7	-60 32 17	   0.85	 0.07	 	   	
00 33 52.8	-16 11 00	0031-164 	00 31 21.8	-16 27 32	00 33 52.8	-16 11 00	   1.26	 0.07	 	   	
00 33 54.8	-07 30 22	0031-077 	00 31 22.3	-07 46 54	00 33 54.8	-07 30 22	   3.19	 0.14	 	   	 P
00 33 53.1	-17 40 30	0031-179 	00 31 22.4	-17 57 02	00 33 53.1	-17 40 30	   1.27	 0.08	 	   	
00 33 47.3	-49 39 15	0031-499 	00 31 24.7	-49 55 47	00 33 47.3	-49 39 15	   0.87	 0.03	 	   	
00 34 05.3	+06 20 59	0031+060 	00 31 30.5	+06 04 27	00 34 05.3	+06 20 59	   0.71	 0.06	 	   	
00 34 06.2	+05 14 36	0031+049 	00 31 31.6	+04 58 04	00 34 06.2	+05 14 36	   0.85	 0.07	 	   	
00 33 56.3	-45 20 48	0031-456 	00 31 32.2	-45 37 20	00 33 56.3	-45 20 48	   1.14	 0.04	 	   	 P
00 34 18.9	+01 18 54	0031+010 	00 31 44.9	+01 02 22	00 34 18.9	+01 18 54	   2.15	 0.11	 	   	 P
00 34 24.2	-17 59 29	0031-182 	00 31 53.6	-18 16 01	00 34 24.2	-17 59 29	   1.86	 0.05	 	   	 P
00 34 17.7	-49 58 05	0031-502 	00 31 55.4	-50 14 37	00 34 17.7	-49 58 05	   0.81	 0.06	 	   	
00 34 16.4	-73 33 54	0032-738 	00 32 15.7	-73 50 26	00 34 16.4	-73 33 54	   1.44	 0.04	 	E  	J
00 34 46.5	-37 23 53	0032-376 	00 32 20.2	-37 40 25	00 34 46.5	-37 23 53	   0.75	 0.05	 	   	
00 34 56.0	+10 27 56	0032+101 	00 32 20.5	+10 11 25	00 34 56.1	+10 27 56	   1.95	 0.09	 	   	 P
00 35 02.8	-08 34 40	0032-088 	00 32 30.5	-08 51 11	00 35 02.8	-08 34 40	   1.18	 0.04	 	   	
00 35 04.7	-14 16 07	0032-145 	00 32 33.5	-14 32 38	00 35 04.7	-14 16 07	   1.15	 0.06	 	   	
00 34 54.0	-57 55 39	0032-582 	00 32 36.0	-58 12 11	00 34 54.0	-57 55 39	   0.75	 0.06	 	   	
00 35 08.5	-20 03 57	0032-203 	00 32 38.4	-20 20 28	00 35 08.5	-20 03 57	   6.87	 0.75	 	   	 P
00 35 01.2	-63 20 55	0032-636 	00 32 47.2	-63 37 27	00 35 01.2	-63 20 56	   3.03	 0.14	 	   	 P
00 35 30.8	+12 37 16	0032+123 	00 32 54.8	+12 20 45	00 35 30.8	+12 37 16	   0.71	 0.06	 	   	
00 35 37.5	+04 27 28	0033+041 	00 33 03.0	+04 10 57	00 35 37.5	+04 27 28	   1.10	 0.07	 	   	
00 35 37.3	-16 34 56	0033-168 	00 33 06.5	-16 51 27	00 35 37.3	-16 34 56	   2.09	 0.08	 	   	 P
00 35 55.4	+15 53 32	0033+156 	00 33 18.8	+15 37 01	00 35 55.4	+15 53 32	   1.19	 0.07	 	   	
00 36 00.5	-03 51 57	0033-041 	00 33 27.4	-04 08 28	00 36 00.5	-03 51 57	   1.36	 0.06	 	   	
00 36 06.4	+18 37 51	0033+183 	00 33 29.3	+18 21 20	00 36 06.4	+18 37 50	   5.85	 0.18	 	   	 P
00 36 01.4	-30 23 19	0033-306 	00 33 33.6	-30 39 50	00 36 01.4	-30 23 19	   0.75	 0.06	 	   	 P
00 36 15.5	+08 15 01	0033+079 	00 33 40.3	+07 58 30	00 36 15.5	+08 15 00	   1.04	 0.07	 	   	
00 36 04.3	-51 05 46	0033-513 	00 33 43.2	-51 22 17	00 36 04.4	-51 05 46	   0.91	 0.07	 	M  	J
00 36 16.8	-11 16 52	0033-115 	00 33 45.1	-11 33 23	00 36 16.8	-11 16 53	   0.95	 0.04	 	   	 P
00 36 24.1	+10 08 03	0033+098 	00 33 48.5	+09 51 33	00 36 24.1	+10 08 03	   1.74	 0.05	 	   	
00 36 27.0	+00 12 55	0033-000 	00 33 53.2	-00 03 36	00 36 27.0	+00 12 54	   1.79	 0.22	 	   	 P
00 36 36.7	+08 00 18	0034+077 	00 34 01.5	+07 43 48	00 36 36.7	+08 00 18	   0.99	 0.07	 	   	
00 36 36.3	+00 48 50	0034+005 	00 34 02.4	+00 32 20	00 36 36.3	+00 48 50	   0.89	 0.10	 	   	
00 36 24.0	-51 01 37	0034-513 	00 34 02.9	-51 18 08	00 36 24.0	-51 01 37	   0.82	 0.06	 	M  	JP
00 36 29.6	-37 27 46	0034-377 	00 34 03.7	-37 44 17	00 36 29.6	-37 27 47	   2.14	 0.06	 	   	 P
00 36 26.1	-49 03 13	0034-493 	00 34 04.2	-49 19 44	00 36 26.1	-49 03 13	   1.54	 0.05	 	   	 P
00 37 04.3	-01 09 08	0034-014 	00 34 30.8	-01 25 38	00 37 04.3	-01 09 08	   9.74	 0.30	 	   	 P
00 36 49.4	-55 36 29	0034-558 	00 34 30.8	-55 52 59	00 36 49.4	-55 36 29	   0.71	 0.06	 	   	
00 37 11.5	-20 03 01	0034-203 	00 34 41.6	-20 19 31	00 37 11.5	-20 03 01	   0.76	 0.02	 	   	
00 36 59.3	-57 28 51	0034-577 	00 34 42.0	-57 45 21	00 36 59.4	-57 28 51	   1.00	 0.05	 	   	 P
00 37 22.6	-23 08 31	0034-234 	00 34 53.4	-23 25 01	00 37 22.7	-23 08 31	   1.69	 0.05	 	   	 P
00 37 15.5	-51 14 17	0034-515 	00 34 54.9	-51 30 47	00 37 15.6	-51 14 17	   0.70	 0.06	 	   	
00 37 44.7	+13 19 56	0035+130 	00 35 08.5	+13 03 26	00 37 44.7	+13 19 55	   5.81	 0.26	 	   	 P
00 37 24.7	-59 17 58	0035-595 	00 35 08.8	-59 34 28	00 37 24.7	-59 17 58	   0.95	 0.07	 	   	 P
00 37 30.7	-48 57 24	0035-492 	00 35 09.1	-49 13 54	00 37 30.7	-48 57 24	   0.83	 0.04	 	   	
00 37 58.1	-05 33 21	0035-058 	00 35 25.4	-05 49 50	00 37 58.1	-05 33 21	   0.96	 0.06	 	   	 P
00 38 18.3	+12 27 12	0035+121 	00 35 42.2	+12 10 43	00 38 18.3	+12 27 12	   2.47	 0.12	 	   	 P
00 38 20.4	-02 07 39	0035-024 	00 35 47.1	-02 24 08	00 38 20.4	-02 07 39	  16.53	 0.36	 	   	 P
00 38 23.4	-12 52 54	0035-131 	00 35 52.1	-13 09 23	00 38 23.4	-12 52 54	   0.80	 0.10	 	   	
00 38 24.8	-22 52 57	0035-231 	00 35 55.6	-23 09 26	00 38 24.8	-22 52 57	   1.21	 0.06	 	   	
00 38 34.9	+04 51 08	0036+045 	00 36 00.2	+04 34 39	00 38 34.9	+04 51 08	   0.75	 0.06	 	   	
00 38 29.9	-21 20 07	0036-216 	00 36 00.4	-21 36 36	00 38 29.9	-21 20 07	   1.18	 0.07	 	   	 P
00 38 26.9	-38 59 48	0036-392 	00 36 01.9	-39 16 17	00 38 26.9	-38 59 48	   5.80	 0.15	 	   	 P
00 38 24.2	-68 34 48	0036-688 	00 36 18.3	-68 51 17	00 38 24.2	-68 34 48	   1.80	 0.09	 	   	 P
00 38 24.6	-74 22 15	0036-746 	00 36 30.1	-74 38 44	00 38 24.7	-74 22 15	   0.83	 0.06	 	   	
00 38 45.1	-62 31 14	0036-627 	00 36 32.5	-62 47 43	00 38 45.1	-62 31 14	   3.41	 0.16	 	   	 P
00 39 18.5	+03 19 52	0036+030 	00 36 44.1	+03 03 23	00 39 18.5	+03 19 51	   3.14	 0.15	 	   	 P
00 39 24.6	-08 02 27	0036-083 	00 36 52.4	-08 18 55	00 39 24.6	-08 02 27	   0.99	 0.05	 	   	
00 39 38.4	-07 46 13	0037-080 	00 37 06.2	-08 02 41	00 39 38.4	-07 46 13	   1.29	 0.06	 	   	
00 39 20.3	-64 51 43	0037-651 	00 37 10.3	-65 08 12	00 39 20.3	-64 51 44	   2.20	 0.28	 	   	 P
00 39 52.1	+04 55 35	0037+046 	00 37 17.4	+04 39 07	00 39 52.1	+04 55 35	   2.54	 0.12	 	   	 P
00 39 56.1	-25 34 27	0037-258 	00 37 27.7	-25 50 55	00 39 56.1	-25 34 27	   1.21	 0.04	 	   	
00 40 17.6	+09 42 45	0037+094 	00 37 41.9	+09 26 17	00 40 17.6	+09 42 45	   0.85	 0.07	 	   	
00 40 11.9	-31 44 06	0037-320 	00 37 45.2	-32 00 34	00 40 11.9	-31 44 06	   0.87	 0.05	 	   	 P
00 40 19.7	-00 40 37	0037-009 	00 37 46.1	-00 57 05	00 40 19.7	-00 40 37	   0.78	 0.08	 	   	 P
00 40 08.0	-59 03 52	0037-593 	00 37 53.2	-59 20 20	00 40 08.0	-59 03 52	   0.71	 0.06	 	   	 P
00 40 27.3	-15 19 28	0037-155 	00 37 56.7	-15 35 56	00 40 27.3	-15 19 28	   1.68	 0.06	 	   	
00 40 50.6	+10 03 24	0038+097 	00 38 14.8	+09 46 57	00 40 50.6	+10 03 24	  11.54	 0.29	 	   	 P
00 40 53.1	+08 53 37	0038+086 	00 38 17.6	+08 37 10	00 40 53.1	+08 53 37	   3.49	 0.16	 	E  	 P
00 40 49.4	-09 48 34	0038-100 	00 38 17.7	-10 05 01	00 40 49.5	-09 48 34	   1.16	 0.04	 	   	
00 40 48.1	-20 43 31	0038-209 	00 38 18.7	-20 59 59	00 40 48.1	-20 43 32	   1.27	 0.08	 	   	 P
